song_id,title,artist,performance_note
song_0071,R.I.P.,BUMP OF CHICKEN,
song_0072,firefly,BUMP OF CHICKEN,
song_0073,ファイター,BUMP OF CHICKEN,
song_0074,Aurora,BUMP OF CHICKEN,
song_0075,ギルド,BUMP OF CHICKEN,
song_0076,ゼロ,BUMP OF CHICKEN,
song_0077,悪魔の踊り方,キタニタツヤ,
song_0078,PINK,キタニタツヤ,
song_0079,デッドウェイト,キタニタツヤ,
song_0080,rapport,キタニタツヤ,
song_0081,スカー,キタニタツヤ,
song_0082,ちはる,キタニタツヤ,
song_0083,デマゴーグ,キタニタツヤ,
song_0084,白無垢,キタニタツヤ,
song_0085,波に名前を付けること、僕らの呼吸に終わりがあること。,キタニタツヤ,
song_0086,ずうっといっしょ！,キタニタツヤ,
song_0087,人間みたいね,キタニタツヤ,
song_0088,ナイトルーティーン,キタニタツヤ,
song_0089,芥の部屋は錆色に沈む,キタニタツヤ,
song_0090,青のすみか,キタニタツヤ,
song_0092,八月、某、月明かり,ヨルシカ,
song_0093,夕凪、某、花惑い,ヨルシカ,
song_0094,詩書きとコーヒー,ヨルシカ,
song_0095,春ひさぎ,ヨルシカ,
song_0096,言って。,ヨルシカ,
song_0097,ヒッチコック,ヨルシカ,
song_0098,夜行,ヨルシカ,
song_0099,五月は花緑青の窓辺から,ヨルシカ,
song_0100,夜紛い,ヨルシカ,
song_0101,春泥棒,ヨルシカ,
song_0102,雨とカプチーノ,ヨルシカ,
song_0103,雨晴るる,ヨルシカ,
song_0104,ブレーメン,ヨルシカ,
song_0105,斜陽,ヨルシカ,
song_0106,花人局,ヨルシカ,
song_0107,チノカテ,ヨルシカ,
song_0108,ノーチラス,ヨルシカ,
song_0109,花二亡霊,ヨルシカ,
song_0110,靴の花火,ヨルシカ,
song_0111,レプリカント,ヨルシカ,
song_0112,爆弾魔,ヨルシカ,
song_0113,心に穴が空いた,ヨルシカ,
song_0114,思想犯,ヨルシカ,
song_0115,だから僕は音楽を辞めた,ヨルシカ,
song_0116,又三郎,ヨルシカ,
song_0117,ただ君に晴れ,ヨルシカ,
song_0118,盗作,ヨルシカ,
song_0119,火星人,ヨルシカ,
song_0120,晴る,ヨルシカ,
song_0121,前前前世,RADWIMPS,
song_0122,DADA,RADWIMPS,
song_0123,五月の蝿,RADWIMPS,
song_0124,おしゃかしゃま,RADWIMPS,
song_0125,君と羊と青,RADWIMPS,
song_0126,会心の一撃,RADWIMPS,
song_0127,魔法鏡,RADWIMPS,
song_0128,最大公約数,RADWIMPS,
song_0129,セプテンバーさん,RADWIMPS,
song_0130,me me she,RADWIMPS,
song_0131,有心論,RADWIMPS,
song_0132,トレモロ,RADWIMPS,
song_0133,voyager,BUMP OF CHICKEN,
song_0134,才悩人応援歌,BUMP OF CHICKEN,
song_0135,プラネタリウム,BUMP OF CHICKEN,
song_0136,supernova,BUMP OF CHICKEN,
song_0137,ハンマーソングと痛みの塔,BUMP OF CHICKEN,
song_0138,時空かくれんぼ,BUMP OF CHICKEN,
song_0139,かさぶたぶたぶ,BUMP OF CHICKEN,
song_0140,花の名,BUMP OF CHICKEN,
song_0141,ひとりごと,BUMP OF CHICKEN,
song_0142,飴玉の唄,BUMP OF CHICKEN,
song_0143,arrows,BUMP OF CHICKEN,
song_0144,flyby,BUMP OF CHICKEN,
song_0145,東京賛歌,BUMP OF CHICKEN,
song_0146,真っ赤な空を見ただろうか,BUMP OF CHICKEN,
song_0147,銀河鉄道,BUMP OF CHICKEN,
song_0148,プレゼント,BUMP OF CHICKEN,
song_0149,オンリー ロンリー グローリー,BUMP OF CHICKEN,
song_0150,乗車権,BUMP OF CHICKEN,
song_0151,embrace,BUMP OF CHICKEN,
song_0152,同じドアをくぐれたら,BUMP OF CHICKEN,
song_0153,スノースマイル,BUMP OF CHICKEN,ライブアレンジver
song_0154,fire sign,BUMP OF CHICKEN,
song_0155,夢の飼い主,BUMP OF CHICKEN,
song_0156,睡眠時間,BUMP OF CHICKEN,
song_0157,ホリデイ,BUMP OF CHICKEN,
song_0158,Stage of the ground,BUMP OF CHICKEN,
song_0159,Title of mine,BUMP OF CHICKEN,
song_0160,キャッチボール,BUMP OF CHICKEN,
song_0161,ベンチとコーヒー,BUMP OF CHICKEN,
song_0162,メロディーフラッグ,BUMP OF CHICKEN,
song_0163,ベル,BUMP OF CHICKEN,
song_0164,ダンデライオン,BUMP OF CHICKEN,
song_0165,彼女と星の椅子,BUMP OF CHICKEN,
song_0166,バイバイサンキュー,BUMP OF CHICKEN,
song_0167,ラフメイカー,BUMP OF CHICKEN,
song_0168,Opening,BUMP OF CHICKEN,
song_0169,グングニル,BUMP OF CHICKEN,
song_0170,ベストピクチャー,BUMP OF CHICKEN,
song_0171,続くだらない唄,BUMP OF CHICKEN,
song_0172,LAMP,BUMP OF CHICKEN,
song_0173,リリィ,BUMP OF CHICKEN,
song_0174,Ever lasting lie,BUMP OF CHICKEN,
song_0175,グロリアスレボリューション,BUMP OF CHICKEN,
song_0176,ガラスのブルース,BUMP OF CHICKEN,
song_0177,くだらない唄,BUMP OF CHICKEN,
song_0178,アルエ,BUMP OF CHICKEN,
song_0179,リトルブレイバー,BUMP OF CHICKEN,
song_0180,ノーヒットノーラン,BUMP OF CHICKEN,
song_0181,とっておきの唄,BUMP OF CHICKEN,
song_0182,ナイフ,BUMP OF CHICKEN,
song_0183,バトルクライ,BUMP OF CHICKEN,
song_0184,BUMP OF CHICKENのテーマ,BUMP OF CHICKEN,
song_0185,Small world,BUMP OF CHICKEN,
song_0186,Flare,BUMP OF CHICKEN,
song_0187,青の朔日,BUMP OF CHICKEN,
song_0188,月虹,BUMP OF CHICKEN,
song_0189,ジャングルジム,BUMP OF CHICKEN,
song_0190,リボン,BUMP OF CHICKEN,
song_0191,シリウス,BUMP OF CHICKEN,
song_0192,アリア,BUMP OF CHICKEN,
song_0193,話がしたいよ,BUMP OF CHICKEN,
song_0194,望遠のマーチ,BUMP OF CHICKEN,
song_0195,Spica,BUMP OF CHICKEN,
song_0196,新世界,BUMP OF CHICKEN,
song_0197,流れ星の正体,BUMP OF CHICKEN,
song_0198,GO,BUMP OF CHICKEN,
song_0199,"Hello,world!",BUMP OF CHICKEN,
song_0200,Butterfly,BUMP OF CHICKEN,
song_0201,流星群,BUMP OF CHICKEN,
song_0202,宝石になった日,BUMP OF CHICKEN,
song_0203,コロニー,BUMP OF CHICKEN,
song_0204,パレード,BUMP OF CHICKEN,
song_0205,大我慢大会,BUMP OF CHICKEN,
song_0206,孤独の合唱,BUMP OF CHICKEN,
song_0207,You were here,BUMP OF CHICKEN,
song_0208,虹を待つ人,BUMP OF CHICKEN,
song_0209,サザンクロス,BUMP OF CHICKEN,
song_0210,ラストワン,BUMP OF CHICKEN,
song_0211,morning glow,BUMP OF CHICKEN,
song_0212,トーチ,BUMP OF CHICKEN,
song_0213,Smile,BUMP OF CHICKEN,
song_0214,white note,BUMP OF CHICKEN,
song_0215,友達の唄,BUMP OF CHICKEN,
song_0216,(please) forgive,BUMP OF CHICKEN,
song_0217,グッドラック,BUMP OF CHICKEN,
song_0218,ほんとのほんと,BUMP OF CHICKEN,
song_0219,ディアマン,BUMP OF CHICKEN,
song_0220,歩く幽霊,BUMP OF CHICKEN,
song_0221,三ツ星カルテット,BUMP OF CHICKEN,
song_0222,ウェザーリポート,BUMP OF CHICKEN,
song_0223,分別奮闘記,BUMP OF CHICKEN,
song_0224,モーターサイクル,BUMP OF CHICKEN,
song_0225,透明飛行船,BUMP OF CHICKEN,
song_0226,魔法の料理 君から君へ,BUMP OF CHICKEN,
song_0227,HAPPY,BUMP OF CHICKEN,
song_0228,66号線,BUMP OF CHICKEN,
song_0229,セントエルモの火,皇美緒奈,
song_0230,angel fall,BUMP OF CHICKEN,
song_0231,宇宙飛行士への手紙,BUMP OF CHICKEN,
song_0232,イノセント,BUMP OF CHICKEN,
song_0233,beautiful glider,BUMP OF CHICKEN,
song_0234,good friends,BUMP OF CHICKEN,
song_0235,キャラバン,BUMP OF CHICKEN,
song_0236,Merry Christmas,BUMP OF CHICKEN,
song_0237,ジュブナイル,Juvenile,初披露
song_0238,僕が死のうと思ったのは,amazarashi,
song_0239,さよならごっこ,Sayonara Gokko,初披露
song_0240,爆弾の作り方,Bakudan no Tsukurikata,初披露
song_0242,#1 たばこ,コレサワ,
song_0243,#2 丸の内サディスティック,椎名林檎,
song_0244,#3 はなびら,back number,
song_0245,#4 真赤,My Hair is Bad,
song_0246,#5 この夜を止めてよ,JUJU,
song_0247,#6 bathroom,ユアネス,
song_0248,take1,Brainwaltzera,
song_0249,#7 HANABI,いきものがかり,take2
song_0250,#8 気まぐれロマンティック,いきものがかり,
song_0251,#9 ブルーバード,いきものがかり,
song_0252,#11 ナモナキヒト,amazarashi,
song_0253,#12 逃避行,amazarashi,
song_0255,数字を気にしてしまう、数字に左右されない自分でありたい,伊能靜,
song_0256,好きなことだけで生活は難しい、音楽を辞めようと考えたこともある(思い直してる),佐藤 直紀,
song_0258,#13 fire sign,BUMP OF CHICKEN,
song_0259,#14 embrace,BUMP OF CHICKEN,
song_0260,#15 オッドアイ,さユり,
song_0261,#16 ミカヅキ,さユり,
song_0262,#17 トレモロ,RADWIMPS,
song_0263,#18 セプテンバーさん,RADWIMPS,
song_0265,#19 秒針を噛む,ずっと真夜中でいいのに。,
song_0266,#20 僕から君へ,Galileo Galilei,
song_0267,#21 さよならはエモーション,サカナクション,
song_0268,#22 怪獣,サカナクション,
song_0269,#23 青のすみか,キタニタツヤ,
song_0270,#24 ロミオとシンデレラ,doriko,
song_0271,#25 千本桜,黒うさP,
song_0272,#26 ムーンライト伝説,DALI,
song_0273,#27 雨とカプチーノ,ヨルシカ,
song_0274,#28 夜行,ヨルシカ,
song_0275,#29 花人局,ヨルシカ,
song_0276,#30 オリオンをなぞる,UNISON SQUARE GARDEN,
song_0277,#31 シュガーソングとビターステップ,UNISON SQUARE GARDEN ( 49750人達成),
song_0278,49750人達成ありがとう⇒ 1人減ったので続行を宣言⇒すぐに再達成⇒次でラスト,久米大作,
song_0279,#32 水平線,back number,
song_0284,みなさんには眠ってもらう,P U D E R P O L L I,
song_0285,#1 Wherever you are,ONE OK ROCK,
song_0286,#2 からくりピエロ,40mP,
song_0287,#3 ハナミズキ,一青窈,
song_0288,#4 忘れられないの,サカナクション,
song_0289,#5 楓,スピッツ,
song_0290,#6 チェリー,スピッツ,
song_0291,ネムクナッテキタ、 (かわいい)、セルフ睡眠導入,下戸,
song_0292,#7 アカシア,BUMP OF CHICKEN,
song_0294,#8 靴の花火,ヨルシカ,
song_0295,#9 Calc.,ジミーサムP,
song_0296,活動4ヵ月半で動画が342本ある、 実は眼鏡/コンタクト使用者、眼鏡が壊れそう,yuey,
song_0297,#10 旅立ちの日に (合唱曲),作曲 坂本浩美,
song_0298,#11 千の風になって,秋川雅史,
song_0299,#12 unravel,TK from 凛として時雨,
song_0300,デスボイスの練習してる、 (選曲中) ただいま考え中,田上ひろしタンポポ児童合唱団,
song_0301,#13 心拍数♯0822,蝶々P,
song_0302,#14 水平線,back number,
song_0303,#15 雨晴るる,ヨルシカ,
song_0304,ミンナナカナカネナイネ？、 (かわいい)、 原キーで弾いてみる,藤原さくら,
song_0305,#16 晴る,ヨルシカ,
song_0306,#17 トリノコシティ,40mP,
song_0307,48800人達成、 WAになって踊ろう、オリ曲を届けたい,AGHARTA,
song_0308,#18 Break through,ミナミイズミ,
song_0310,#19 燃えてゆく,ミナミイズミ,
song_0312,#20 悲しくならないか,ミナミイズミ,
song_0313,活動テーマを予知していたかのような歌、 オリ曲発掘したら歌いたくなった、,姜育恆姜育恆,
song_0314,猟奇的なキスを私にして,ゲスの極み乙女。,
song_0315,アイネクライネ,米津玄師,
song_0316,BABY STEP,LAMP IN TERREN,
song_0317,unravel,TK from 凛として時雨,
song_0318,若者のすべて,フジファブリック,
song_0319,怪獣,サカナクション,
song_0320,#1 タッチ,岩崎良美,
song_0321,#2 残酷な天使のテーゼ,高橋洋子,
song_0322,#3 ただ君に晴れ,ヨルシカ,
song_0323,#4 八月、某、月明かり,ヨルシカ,
song_0324,#5 晴る,ヨルシカ,
song_0325,#6 だから僕は音楽を辞めた,ヨルシカ,
song_0326,#7 愛を伝えたいだとか,あいみょん,
song_0327,リクエスト - 貴方解剖純愛歌 死ね,あいみょん,サビだけ
song_0328,#8 マリーゴールド,あいみょん,
song_0329,#9 コイスルオトメ,いきものがかり,
song_0330,#10 ブルーバード,いきものがかり,
song_0331,#11 気まぐれロマンティック,いきものがかり,
song_0332,#12 フライングゲット,AKB48,
song_0333,#13 ポニーテールとシュシュ,AKB48,
song_0334,#14 CHE.R.RY,YUI,
song_0335,#15 again,YUI,
song_0336,#16 チョコレイトディスコ,Perfume,
song_0337,#17 丸の内サディスティック,椎名林檎,
song_0338,#18 Dear...,西野カナ,
song_0339,#19 Best Friend,西野カナ,
song_0340,#20 ぐるぐる,ミナミイズミ,
song_0341,#21 アイロニー,ミナミイズミ,
song_0342,#22 良かった,ミナミイズミ,
song_0343,#23 美しくならないで,ミナミイズミ,
song_0344,#24 コントラスト,ミナミイズミ,
song_0345,#25 明けない夜は無いとしたら,ミナミイズミ,
song_0346,#26 この暗闇を抜け出すまでは,ミナミイズミ,
song_0347,#27 明日を歌う今日の唄,ミナミイズミ,
song_0348,#28 もう一度ぼくは,ミナミイズミ,
song_0349,何者にもなれないって悪いことかな,ミナミイズミ,サビのみ
song_0350,いい子ちゃん,ミナミイズミ,歌詞朗読
song_0351,#29 チワワになりたい,ミナミイズミ,
song_0352,#30 Break through,ミナミイズミ,
song_0353,モザイクロール,DECO*27,
song_0354,弱虫モンブラン,DECO*27,
song_0355,小夜子,みきとP,
song_0356,ヨンジュウナナ,みきとP,
song_0357,サリシノハラ,みきとP,
song_0359,からくりピエロ,40mP,take3
song_0360,シリョクケンサ,40mP,
song_0361,トリノコシティ,40mP,
song_0362,夜明けと蛍,ナブナ,
song_0363,ハロ,ナノウ,
song_0364,アイロニ,すこっぷ,
song_0365,ダブルラリアット,アゴアニキP,
song_0366,替え歌,グッチ裕三&グッチーズ,
song_0367,千本桜,黒うさP,
song_0368,ロストワンの号哭,Neru,
song_0369,東京テディベア,Neru,
song_0370,夜咄ディセイブ,じん,
song_0371,マトリョシカ,ハチ,
song_0372,ドーナツホール,ハチ,
song_0373,ルカルカ★ナイトフィーバー,samfree,
song_0374,ロミオとシンデレラ,doriko,
song_0375,天ノ弱,164,
song_0376,ローリンガール,wowaka,
song_0377,裏表ラバーズ,wowaka,
song_0378,吉原ラメント,亜紗,
song_0379,サマータイムレコード,じん,
song_0380,ハッピーシンセサイザ,Easy Pop,
song_0381,Calc.,ジミーサムP,
song_0383,メランコリーキッチン,ハチ,
song_0384,航海の唄,さユり,
song_0385,気まぐれロマンティック,いきものがかり,
song_0386,ぐるぐる,ミナミイズミ,
song_0388,星間飛行,ランカリー,
song_0389,幻の命,SEKAI NO OWARI,
song_0390,羞恥心,羞恥心,ワンコーラス
song_0392,花に亡霊,ヨルシカ,
song_0394,今私が音楽続けられてるのはBUMPのおかげ、 BUMPにありがとうって言って,ブルボンズ,
song_0395,Secret base〜君がくれたもの,ZONE,
song_0397,結晶,ミナミイズミ,
song_0401,タッチ,岩崎良美,
song_0402,チェリー,スピッツ,
song_0403,アイデンティティ,サカナクション,
song_0405,CHE.R.RY,YUI,
song_0406,秒針を噛む,ずっと真夜中でいいのに。,
song_0407,忘れられないの,サカナクション,
song_0408,世界に一つだけの花,SMAP,
song_0409,美しい鰭,スピッツ,
song_0410,シュガーソングとビターステップ,UNISON SQUARE GARDEN,
song_0411,ブルーバード,いきものがかり,
song_0412,Diver,NICO Touches the Walls,
song_0413,ムーンライト伝説,DALI,
song_0414,君の知らない物語,supercell,
song_0415,恋愛サーキュレーション,千石撫子,
song_0416,ふわふわ時間,放課後ティータイム,
song_0417,ノーザンクロス,シェリルノーム,
song_0418,紅蓮華,LiSA,
song_0419,God knows...,涼宮ハルヒ,
song_0420,サムライハート,SPYAIR,
song_0421,again,YUI,
song_0422,めざせポケモンマスター,松本梨香,
song_0423,残酷な天使のテーゼ,高橋洋子,
song_0424,リライト,ASIAN KUNG-FU GENERATION,
song_0425,Shout Baby,緑黄色社会,
song_0426,夢をかなえてドラえもん,mao,
song_0427,オリオンをなぞる,UNISON SQUARE GARDEN,
song_0428,瞬間センチメンタル,SCANDAL,
song_0429,ウィーアー！,きただにひろし,
song_0430,ココロのちず,BOYSTYLE,
song_0431,Believe,Folder5,
song_0432,丸の内サディスティック,椎名林檎,
song_0433,シルエット,KANA-BOON,
song_0434,-. JANE DOE(サビだけ口ずさむ),wagataki,
song_0435,ずうっといっしょ！/ キタニタツヤ,ヰ世界情緒,
song_0436,君はロックを聞かない,あいみょん,
song_0437,欲望に満ちた青年団,ONE OK ROCK,
song_0438,愛迷エレジー,DECO*27,
song_0439,マリーゴールド,あいみょん,
song_0440,今宵の月のように,エレファントカシマシ,
song_0441,ロビンソン,スピッツ,
song_0442,わたがし,back number,
song_0443,インフェルノ,Mrs. GREEN APPLE,
song_0444,Lemon,米津玄師,
song_0445,アンパンマンのマーチ,ドリーミング,
song_0446,ミカヅキ,さユり,
song_0447,花の塔,さユり,
song_0448,daze,じん,
song_0449,"Ch.登録45,000人おめでとうございます！",植松伸夫,
song_0450,ビンクスの酒,麦わらの一味,
song_0451,怒りをくれよ,GLIM SPANKY,
song_0452,新時代,Ado,
song_0453,BRAND NEW WORLD,D-51,
song_0454,One day,The ROOTLESS,
song_0455,memories,大槻マキ,
song_0456,長い間,Kiroro,
song_0457,さよならエレジー,菅田将暉,
song_0458,Break Through,ミナミイズミ,
song_0459,Flareと重なる話,出羽良彰,
song_0460,大声ダイヤモンド,AKB48,
song_0461,ロスタイムメモリー,じん,
song_0462,二十九、三十,クリープハイプ,
song_0463,- IRIS OUT,春猿火,
song_0464,まちがいさがし,菅田将暉,
song_0465,幸せ,back number,
song_0466,水平線,back number,
song_0467,怪獣の花唄,Vaundy,
song_0468,God knows…,涼宮ハルヒ(CV.平野綾),
song_0469,くせのうた,星野源,
song_0470,歩く,ヨルシカ,
song_0471,プロミスザスター,BiSH,
song_0472,アイロニー,ミナミイズミ,
song_0473,それは小さな光のような,さユり,
song_0474,Rising Hope,LiSA,初披露かもしれない
song_0475,コメントに関するお願い,引田香織,
song_0476,"Hello, world!のライブアレンジからBUMP語り",浅川マキ,
song_0477,サウダージ,ポルノグラフィティ,
song_0478,新宝島,サカナクション,
song_0479,Wherever you are,ONE OK ROCK,
song_0480,ワールドランプシェード,buzzG,
song_0481,愛を伝えたいだとか,あいみょん,
song_0482,ray,BUMP OF CHICKEN,take 2 
song_0483,God knows…,涼宮ハルヒ(CV.平野綾),take 2. 
song_0484,Catch the Moment,LiSA,
song_0485,高嶺の花子さん,back number,
song_0486,夏色,ゆず,
song_0487,おやすみ泣き声、さよなら歌姫,クリープハイプ,
song_0488,コイスルオトメ,いきものがかり,
song_0489,何回言うけど「睡眠って大事」,本田美奈子,
song_0490,誕生日前夜オリ曲ライブ,リリーオブザバリー,
song_0491,ウォーミングアップ基礎練習,羽岡佳,
song_0492,七海うららさんコメントの登場,永田権太峰岸透,
song_0493,うららさんの髪の毛の色になりたい,間々田優,
song_0494,恋の間奏の「タランタンタランタラン。。。」がとっても良い,ARMPIT TERMITES,
song_0495,FLY HIGH!!,BURNOUT SYNDROMES,
song_0496,今日ぐっすり眠れた理由,Hayashi Yūki,
song_0497,今日はチャマさんの誕生日,175R,
song_0498,風を食む,ヨルシカ,
song_0499,平行線,さユり,
song_0500,さくらんぼ,大塚愛,
song_0501,今日はジル先輩とお散歩してきた,高橋邦幸,
song_0503,無原唱レコードのみんなに支えられまくり,吴虹飞幸福大街,
song_0505,レコーディングはいっつも楽しい　サウンドディレクターは褒め上手,氷河,
song_0507,ジルさんが「ジャングルジムあるんだけど」,,
song_0508,「ジャカジャカ弾き語りスタイル」は少なからずさユりさんの影響ある,しゃるろっと,
song_0509,何回も言うけど今週末誕生日前夜祭オリ曲だけ歌う！,リリーオブザバリー,
song_0510,地獄でなぜ悪い,星野源,
song_0511,vivi,米津玄師,
song_0512,CH登録41000人達成　おめでとうございます！,嶋倉一朗,
song_0513,最後の雨,中西保志,
song_0514,ひまわりの約束,秦基博,
song_0515,赤いスイートピー,松田聖子,
song_0516,真赤,My Hair is Bad,
song_0517,青いベンチ,サスケ,
song_0518,にじいろ,絢香,
song_0519,流星,コブクロ,
song_0520,光と影,ハナレグミ,
song_0521,光と闇,さユり,初披露
song_0522,ドリフの早口ことば,ザドリフターズ,
song_0523,社会の窓,クリープハイプ,
song_0524,ワールズエンドダンスホール,wowaka,
song_0525,ハイゲイン,ヒトリエ,
song_0526,脳漿炸裂ガール,れるりり,
song_0527,エンヴィキャットウォーク,トーマ,
song_0528,六兆年と一夜物語,kemu,
song_0529,Just Be Friends,Dixie Flatline,
song_0530,(t2 ) 言って。,ヨルシカ,
song_0531,2AM BUMP OF CHICKEN festival,大森藤ノBryson BaugusShelley Calene-Black,
song_0532,"改めてうれしい40,000人",謝霆鋒,
song_0533,「年下の男の子」は上白石萌音のカバーをよく聴いていた,つじあやの,
song_0534,1曲目のプレゼントはお母さんのカラオケで知った、,曼苏尔･博热克,
song_0537,「Landmarks」3rd RELEASE 2025 10　同期3人のオリ曲,空間現代,
song_0538,無原唱レコードカフェ in JAM Akihabara,フェイ・ウォン,
song_0539,年下の男の子,キャンディーズ,
song_0540,永遠はきらい,上白石萌音,
song_0541,チョコレイトディスコ,Perfume,
song_0542,恋愛レボリューション21,モーニング娘。,
song_0543,登録者40000人達成　おめでとうございます！,嶋倉一朗,
song_0544,フライングゲット,AKB48,
song_0545,花に嵐,米津玄師,
song_0546,ピースサイン,米津玄師,
song_0547,KissHug,aiko,
song_0548,1弦を６本セット買いました,桜井秀俊,
song_0549,izumeet楽しかった→同期編やりたい,Marriott Fantasy,
song_0550,メーメントヴァニタス、コメントに登場,渡辺宙明,
song_0551,10月にizumeet同期編やります！,空間現代,
song_0552,美緒奈さんからLINE,七瀬 光,
song_0553,響声破笛丸の案件待ってます,半﨑美子,
song_0554,izumeet楽しかった→人に会いたい,上戸彩TOWA TEI,
song_0555,実はお酒飲んだ→You ara here,大乔小乔,
song_0557,ずっと人と一緒におんのは嫌やけど、でも、一人は寂しい,茅原美里,
song_0558,自分から誘えないタイプ,FOR THE CVLTVRE,
song_0559,事務所の人と絶対仲良くなろうと思って自分から行動した,Looking Through Sheets,
song_0560,お世辞言われたくないから、お世辞言わないのかも,Agak,
song_0561,買って使ってない機材どんどん増えて、,古内東子,
song_0562,お母さんからLIME,郡司あやの子猫達望月祐多,
song_0563,少女レイ,みきとP,
song_0564,微笑みの爆弾（幽遊白書）,馬渡松子,
song_0565,水色ファンファーレ,白河しらせ,
song_0566,極彩的ミラージュ,蜜乃木ジル,
song_0567,ブルーバード（ナルト）,いきものがかり,
song_0568,Awaken Now,松永依織,
song_0569,見守りコメント、今食べたいものいいね,YU-A,
song_0570,事務所の先輩の3Dお披露目ライブめっちゃよかった,ドラマ,
song_0571,みんなん聞いて「10月13日㈷ミナミイズミ誕生日」,熊木杏里,
song_0572,明日は歌で殴り合いになるかも,橘麻美,
song_0573,節約において大事なことは固定費を削ること,ネクライトーキー,
song_0574,防音室はレンタルしてよかった,ヨシケン,
song_0577,39000人達成,久米大作,
song_0578,39000人達成おめでとう！ありがとう！,Tatsuya Shimazaki,
song_0579,今日の名言「ミナミイズミ伸びたい」,organs café,
song_0580,あいうぉんとぅびーはぴー！,ミナミイズミ,
song_0581,寝るのもったいなくなって,ＰＬＡＴ,
song_0582,深夜テンションでマイク買った,スーパー背骨,
song_0583,願い事は言っていかないと叶わへんから,fhána,
song_0584,この世の中にある一番いい「ジャーン」はサザンクロス,早川義夫,
song_0585,ライブ2曲目アンサーでめっちゃ刺さって泣いた,クライベイビー,
song_0587,月曜日か、一週間頑張っていきましょう！,NMB48,
song_0588,桜のあと,UNISON SQUARE GARDEN,
song_0589,harmonized finale,UNISON SQUARE GARDEN,
song_0590,スーパースターになったら,back number,
song_0591,NE-TAXI,クリープハイプ,初披露
song_0592,さよならエモーション,サカナクション,
song_0594,心臓に悪い話,S O A R E R,
song_0595,弦切れた,テングインベーダーズ,
song_0596,ピック収穫,白波多カミン,
song_0597,初カバーショート動画は「怪獣,サカナクション,
song_0598,ミナミイズミ　BUMP OF CHICKENが大好き（いつもの）,キョーヘイ,
song_0599,満月の夜なら,あいみょん,
song_0600,フラレガイガール,さユり,
song_0601,藍二乗,ヨルシカ,
song_0602,眠り姫,SEKAI NO OWARI,
